PMZ_0007744-RA	gi|45439359|ref|NP_009049.2|	58.824	782	266	8	33	2234	62	835	0.0	857
PMZ_0007744-RA	gi|45439359|ref|NP_009049.2|	55.068	365	118	4	2400	3365	956	1317	5.81e-101	354
PMZ_0007744-RA	gi|45439359|ref|NP_009049.2|	24.339	378	257	4	783	1865	881	1246	3.56e-18	92.8
PMZ_0007744-RA	gi|4504335|ref|NP_003938.1|	57.215	797	283	5	9	2231	23	817	0.0	855
PMZ_0007744-RA	gi|4504335|ref|NP_003938.1|	57.412	371	111	6	2379	3365	941	1306	2.93e-105	365
PMZ_0007744-RA	gi|4504335|ref|NP_003938.1|	23.096	394	278	6	741	1865	851	1238	9.63e-12	71.6
PMZ_0007744-RA	gi|4504335|ref|NP_003938.1|	22.727	176	120	3	2469	2981	383	547	1.95e-05	50.8
PMZ_0007744-RA	gi|148839466|ref|NP_001019831.2|	57.215	797	283	5	9	2231	23	817	0.0	852
PMZ_0007744-RA	gi|148839466|ref|NP_001019831.2|	57.221	367	118	4	2379	3365	941	1306	1.78e-103	362
PMZ_0007744-RA	gi|148839466|ref|NP_001019831.2|	23.096	394	278	6	741	1865	851	1238	5.15e-12	72.4
PMZ_0007744-RA	gi|148839466|ref|NP_001019831.2|	23.596	178	116	3	2469	2981	383	547	3.72e-05	50.1
PMZ_0007744-RA	gi|188528641|ref|NP_835224.3|	25.750	567	388	10	45	1706	6	552	3.32e-37	152
PMZ_0007744-RA	gi|188528641|ref|NP_835224.3|	23.457	243	160	4	774	1496	468	686	2.48e-09	63.2
PMZ_0007744-RA	gi|530374174|ref|XP_005247297.1|	28.087	413	273	8	45	1244	41	442	6.45e-34	140
PMZ_0007744-RA	gi|31742505|ref|NP_055893.2|	28.087	413	273	8	45	1244	41	442	2.96e-33	141
PMZ_0007744-RA	gi|530371145|ref|XP_005247001.1|	27.442	430	281	9	45	1295	6	417	2.88e-32	136
PMZ_0007744-RA	gi|530426953|ref|XP_005268366.1|	27.842	431	281	10	6	1238	51	471	5.14e-31	134
PMZ_0007744-RA	gi|530426967|ref|XP_005268373.1|	28.079	406	270	9	57	1238	44	439	1.89e-30	132
PMZ_0007744-RA	gi|530426965|ref|XP_005268372.1|	28.079	406	270	9	57	1238	103	498	2.08e-30	132
PMZ_0007744-RA	gi|530426951|ref|XP_005268365.1|	28.079	406	270	9	57	1238	103	498	2.55e-30	131
PMZ_0007744-RA	gi|530426957|ref|XP_005268368.1|	28.079	406	270	9	57	1238	103	498	2.59e-30	131
PMZ_0007744-RA	gi|339276002|ref|NP_079255.4|	28.079	406	270	9	57	1238	44	439	2.61e-30	131
PMZ_0007744-RA	gi|530426949|ref|XP_005268364.1|	28.079	406	270	9	57	1238	103	498	2.85e-30	131
PMZ_0007744-RA	gi|530426959|ref|XP_005268369.1|	28.079	406	270	9	57	1238	28	423	2.94e-30	131
PMZ_0007744-RA	gi|339276000|ref|NP_001106203.2|	28.079	406	270	9	57	1238	46	441	2.95e-30	131
PMZ_0007744-RA	gi|530426963|ref|XP_005268371.1|	28.079	406	270	9	57	1238	50	445	3.69e-30	131
PMZ_0007744-RA	gi|530426955|ref|XP_005268367.1|	28.079	406	270	9	57	1238	50	445	4.23e-30	131
PMZ_0007744-RA	gi|530422425|ref|XP_005262470.1|	24.810	395	278	10	54	1196	42	431	3.65e-23	108
PMZ_0007744-RA	gi|530422427|ref|XP_005262471.1|	24.365	394	281	8	54	1196	84	473	3.82e-23	108
PMZ_0007744-RA	gi|284795234|ref|NP_001165347.1|	24.872	390	274	10	69	1196	4	388	5.59e-23	107
PMZ_0007744-RA	gi|153791628|ref|NP_001093325.1|	24.872	390	274	10	69	1196	4	388	5.80e-23	107
PMZ_0007744-RA	gi|530426961|ref|XP_005268370.1|	26.989	352	235	9	219	1238	62	403	2.29e-18	92.8
PMZ_0007744-RA	gi|71274186|ref|NP_001025035.1|	23.423	333	238	10	54	1028	573	896	2.94e-11	69.7
PMZ_0007744-RA	gi|153791325|ref|NP_005360.3|	23.839	323	229	8	267	1196	10	328	1.89e-10	67.0
PMZ_0007744-RA	gi|284795243|ref|NP_001165349.1|	23.839	323	229	8	267	1196	10	328	1.89e-10	67.0
PMZ_0007744-RA	gi|284795245|ref|NP_001165350.1|	23.839	323	229	8	267	1196	10	328	1.90e-10	67.0
PMZ_0007744-RA	gi|148529025|ref|NP_443141.3|	26.872	227	153	5	54	713	197	417	2.47e-07	57.0
