PMZ_0007744-RA	gi|45439359|ref|NP_009049.2|	58.824	782	266	8	33	2234	62	835	0.0	857
PMZ_0007744-RA	gi|4504335|ref|NP_003938.1|	57.215	797	283	5	9	2231	23	817	0.0	855
PMZ_0007744-RA	gi|148839466|ref|NP_001019831.2|	57.215	797	283	5	9	2231	23	817	0.0	852
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	52.327	623	297	0	3	1871	3246	3868	0.0	668
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	51.290	620	302	0	12	1871	3006	3625	0.0	648
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	50.886	621	305	0	6	1868	2518	3138	0.0	647
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	51.047	621	304	0	6	1868	2275	2895	0.0	636
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	50.081	621	310	0	6	1868	2761	3381	0.0	632
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	49.919	621	310	1	6	1868	3490	4109	0.0	614
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	48.714	622	318	1	6	1868	2031	2652	0.0	600
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	47.673	623	324	2	6	1868	1787	2409	0.0	583
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	46.500	600	319	2	24	1817	1549	2148	5.75e-179	565
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	46.515	617	328	2	24	1868	1305	1921	1.19e-177	561
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	45.981	622	334	2	9	1868	1056	1677	1.24e-171	543
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	44.373	622	344	2	3	1868	3732	4351	7.37e-165	524
PMZ_0007748-RA	gi|115527120|ref|NP_004534.2|	44.283	621	344	2	12	1868	813	1433	1.01e-160	512
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	52.412	622	296	0	3	1868	3489	4110	0.0	668
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	51.373	619	301	0	12	1868	3249	3867	0.0	648
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	51.047	621	304	0	6	1868	2518	3138	0.0	647
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	50.564	621	307	0	6	1868	2761	3381	0.0	639
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	51.047	621	304	0	6	1868	2275	2895	0.0	636
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	50.565	619	306	0	12	1868	3006	3624	0.0	634
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	48.953	621	317	0	6	1868	3733	4353	0.0	620
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	47.749	622	325	0	3	1868	3975	4596	0.0	610
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	48.714	622	318	1	6	1868	2031	2652	0.0	600
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	47.334	619	326	0	12	1868	4464	5082	0.0	592
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	47.173	619	327	0	12	1868	4950	5568	0.0	588
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	47.673	623	324	2	6	1868	1787	2409	0.0	583
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	46.656	613	327	0	30	1868	4227	4839	0.0	577
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	46.656	613	327	0	30	1868	4713	5325	0.0	576
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	47.635	613	320	1	30	1868	5199	5810	0.0	571
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	46.500	600	319	2	24	1817	1549	2148	1.02e-178	564
PMZ_0007748-RA	gi|530370439|ref|XP_005246655.1|	46.515	617	328	2	24	1868	1305	1921	2.12e-177	560
